D:/NEU-dataset\bear\2ce9f89c-8744-11e8-b21f-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2cf6a0c0-8744-11e8-9658-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2d55f298-8744-11e8-8c49-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2dc1ec26-8744-11e8-8f2e-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2ddb3bae-8744-11e8-8352-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2e956fae-8744-11e8-8b5f-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2eb79d64-8744-11e8-b3ce-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2f4a7d54-8744-11e8-b778-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2f5c081c-8744-11e8-9a63-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2f68fd5c-8744-11e8-8d9b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2f76b6f0-8744-11e8-af50-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2f87565a-8744-11e8-9b28-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2fa4509c-8744-11e8-830d-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2fb1478a-8744-11e8-a87b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\2fbf4f34-8744-11e8-b10d-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\30261728-8744-11e8-85e3-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\304de5c6-8744-11e8-aa5b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\30753e1e-8744-11e8-8feb-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3086048c-8744-11e8-8627-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\30a74274-8744-11e8-b34f-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3136c2e2-8744-11e8-964b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3186ac00-8744-11e8-8cf6-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\31c77d3a-8744-11e8-aa91-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\31e93686-8744-11e8-b636-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\31f6a33a-8744-11e8-b874-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\32063146-8744-11e8-a81e-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\32160d70-8744-11e8-9bd7-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\329a9262-8744-11e8-bb82-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\32acdf02-8744-11e8-a7a7-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\32bc942e-8744-11e8-8338-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\32facda8-8744-11e8-92a1-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\339fab4a-8744-11e8-a0fd-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\33ad3d12-8744-11e8-9c4c-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\33be5180-8744-11e8-805b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\343a4e48-8744-11e8-b383-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3453ebf0-8744-11e8-ab52-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\34a70e00-8744-11e8-a119-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\34d4cdfe-8744-11e8-b7a7-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3527eef4-8744-11e8-8b40-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\353cad6e-8744-11e8-91e1-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\364ac3c6-8744-11e8-9f96-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\374838da-8744-11e8-8439-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\379932cc-8744-11e8-9460-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\37af76a8-8744-11e8-ab63-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\37f5eb36-8744-11e8-b8df-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\38dcf810-8744-11e8-8d54-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\395216e8-8744-11e8-bee8-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\396f108c-8744-11e8-bc40-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\39cbf764-8744-11e8-80cd-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3a65187a-8744-11e8-a06a-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3c1f3c30-8744-11e8-989e-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3c31fcfe-8744-11e8-a1e3-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3c44beda-8744-11e8-8e75-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3db95b3e-8744-11e8-80c7-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3dcbcf0c-8744-11e8-94f9-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3de0b3a6-8744-11e8-b282-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3e012f2c-8744-11e8-8101-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3ef1fc26-8744-11e8-9198-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3f088f42-8744-11e8-ba62-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3f35b3e8-8744-11e8-bf54-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\3f86fc50-8744-11e8-8a01-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\4027b830-8744-11e8-871b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\40fe4d36-8744-11e8-b080-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\41518f86-8744-11e8-89cc-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\420251c8-8744-11e8-9da1-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\426bdd58-8744-11e8-89a4-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\42918830-8744-11e8-a102-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\42e0fb52-8744-11e8-acc6-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\4363868a-8744-11e8-bbdf-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\4391bba6-8744-11e8-981a-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\462e54b4-8744-11e8-8b83-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\472eae06-8744-11e8-a58d-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\474b5a4c-8744-11e8-87d0-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\47b8b534-8744-11e8-80c1-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\47e58a66-8744-11e8-a818-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\48021150-8744-11e8-9e6f-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\49e930f8-8744-11e8-9b2b-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\718670b4-8745-11e8-b182-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\71cf2ed8-8745-11e8-86ea-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\723f45b6-8745-11e8-a6bd-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\7288c6fa-8745-11e8-8d40-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bear\7310f594-8745-11e8-8188-1c39473dbc6d.jpg.jpg,bear
D:/NEU-dataset\bicycle\001cdf00-8747-11e8-82a4-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0064965e-8747-11e8-971c-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0104ce00-8747-11e8-a1a9-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\01310e1e-8747-11e8-84de-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0195c35e-8747-11e8-bf67-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\01d45300-8747-11e8-9a91-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\01f76b61-8747-11e8-af03-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0223ab80-8747-11e8-bca8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\02b0340f-8747-11e8-9357-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\02d34c70-8747-11e8-b2e0-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0314e94f-8747-11e8-a144-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\03799e8f-8747-11e8-9fd4-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\041e6a0f-8747-11e8-b81b-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\043ffbcf-8747-11e8-84f8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\046006f0-8747-11e8-965f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\048ac06e-8747-11e8-a42d-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\04ac5230-8747-11e8-8650-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\05636d30-8747-11e8-81c3-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\058992cf-8747-11e8-aae0-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\05d5de0f-8747-11e8-8857-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0690064f-8747-11e8-a072-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\06ca020f-8747-11e8-a2a5-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\06fc5cb0-8747-11e8-8949-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\073f802e-8747-11e8-a903-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0762988f-8747-11e8-ae15-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0782a3b0-8747-11e8-ba7a-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\07eefa0f-8747-11e8-9b00-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\082f1051-8747-11e8-a592-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\08af3ccf-8747-11e8-b105-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\08d0ce8f-8747-11e8-94ae-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\092c5c0f-8747-11e8-a1ee-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\09c6792e-8747-11e8-ace7-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\09e3770f-8747-11e8-9497-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0a0508cf-8747-11e8-bcad-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0a34562e-8747-11e8-936a-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0aa3b9cf-8747-11e8-9adb-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0ae24970-8747-11e8-9205-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0b00cdf0-8747-11e8-9357-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0b7b0700-8747-11e8-b530-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\0b9df84f-8747-11e8-b665-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\beb2cecf-8746-11e8-b5b0-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\bfed238f-8746-11e8-b75f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c0736a8f-8746-11e8-b40e-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c0e1478f-8746-11e8-aecb-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c11b434f-8746-11e8-a69a-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c201abae-8746-11e8-93a1-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c29bc8cf-8746-11e8-afc8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c3208930-8746-11e8-8982-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c3cb9640-8746-11e8-87fb-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c49b1b40-8746-11e8-8025-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c4d08321-8746-11e8-a615-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c4fb3ca1-8746-11e8-88a4-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c525f621-8746-11e8-a392-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c556ca1e-8746-11e8-9d54-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c5f57b1e-8746-11e8-b774-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c61d275e-8746-11e8-976d-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c64dfb61-8746-11e8-90cf-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c67ecf61-8746-11e8-be59-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c6b43740-8746-11e8-ae5c-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c6fd7540-8746-11e8-9096-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c74839de-8746-11e8-b0b7-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c7778740-8746-11e8-a7d7-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c7a85b40-8746-11e8-af72-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c7d49b61-8746-11e8-9820-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c7fc47a1-8746-11e8-88fe-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c8226d40-8746-11e8-bf1b-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c84d26c0-8746-11e8-ba14-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c88ec3a1-8746-11e8-940f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c95e489e-8746-11e8-8aaf-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\c9a2f2c0-8746-11e8-8d94-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\ca1b7e1e-8746-11e8-a893-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cac97161-8746-11e8-856e-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cb24fee1-8746-11e8-a88f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cb499de1-8746-11e8-b50f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cbc3afde-8746-11e8-9a85-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cc2557e1-8746-11e8-9a23-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cc7f5ec0-8746-11e8-838b-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cca29e2e-8746-11e8-a987-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\ccc2a94f-8746-11e8-9145-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cce7484f-8746-11e8-836f-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cda2f730-8746-11e8-bf23-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cdcf374f-8746-11e8-9cc0-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\ce2f58b0-8746-11e8-81da-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\ce6339f0-8746-11e8-92b5-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\ce9100b0-8746-11e8-86e8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cf2689f0-8746-11e8-870e-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cf8cc5cf-8746-11e8-a8fe-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cfacd0f0-8746-11e8-b3c8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cfcb556e-8746-11e8-9112-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\cfe9d9ee-8746-11e8-b141-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d03f4cf0-8746-11e8-bf9e-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d06e9a4f-8746-11e8-8d37-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d094bff0-8746-11e8-8b06-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d0c286b0-8746-11e8-8719-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d105aa30-8746-11e8-a67d-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d16137b0-8746-11e8-8bce-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d188e3f0-8746-11e8-a4e9-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d1b39d6e-8746-11e8-9421-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d21ce68f-8746-11e8-a489-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d25b7630-8746-11e8-b4dd-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d34b064f-8746-11e8-91f2-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d3cfc6ae-8746-11e8-b636-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d41d988f-8746-11e8-a2a8-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d71a36c0-8746-11e8-a302-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\d8ea14c0-8746-11e8-b473-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\dc26a221-8746-11e8-96a5-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\df0ad64f-8746-11e8-9bc0-1cb72c9340d7.jpg,bicycle
D:/NEU-dataset\bicycle\e00b2f4f-8746-11e8-88c3-1cb72c9340d7.jpg,bicycle
